name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	auto prefix	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	normcode	ubercode	ultracode	PermStoreItem	multibuy	Nameable	*eol
Ber Rune Stack	Ber		0	100	63	63	27	1	0	1	109760			r30s	r30s	r30	16	1	1	0	0	0	flprun	invrsBer			0	xxx			0	0	runs	r30g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1												1	SpellDescStrR30S		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			r30s						0
Jah Rune Stack	Jah		0	100	65	65	28	1	0	1	117740			r31s	r31s	r31	16	1	1	0	0	0	flprun	invrsJah			0	xxx			0	0	runs	r31g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1												1	SpellDescStrR31S		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			r31s						0
Cham Rune Stack	Cham		0	100	67	67	29	1	0	1	126000			r32s	r32s	r32	16	1	1	0	0	0	flprun	invrsCham			0	xxx			0	0	runs	r32g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1												1	SpellDescStrR32S		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			r32s						0
Zod Rune Stack	Zod		0	100	69	69	30	1	0	1	134540			r33s	r33s	r33	16	1	1	0	0	0	flprun	invrsZod			0	xxx			0	0	runs	r33g	item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1												1	SpellDescStrR33S		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			r33s						0
Uber Trist Map	Uber Trist Map		0	100	99	0	1	1	0	1	10			ubtm	ubtm	ubtm	16	1	1	0	0	0	flpamu	uberammy			0	xxx	666		1	0	ubr		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			584	-1	12				185		666					1	UberTristDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			ubtm						0
Uber Map	Uber Map		0	100	99	0	1	1	0	1	115000			dcma	dcma	dcma	16	1	1	0	0	0	flpgsr	invdiabegg			0	xxx	666		1	0	ubr	ubmp	item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			584	-1	12				137		666					1	DCloneDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			dcma						0
Uber Blood	Uber Blood		0	100	75	0	1	1	0	1	10			dcbl	dcbl	dcbl	16	1	1	0	0	0	flpgsb	invdiabblood			0	xxx			1	0	ubr		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1												1	dcxxDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			dcbl						0
Uber Horn	Uber Horn		0	100	75	0	1	1	0	1	10			dcho	dcho	dcho	16	1	1	0	0	0	flpwss	invdiabhorn			0	xxx			1	0	ubr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1												1	dcxxDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			dcho						0
Uber Soul	Uber Soul		0	100	75	0	1	1	0	1	10			dcso	dcso	dcso	16	1	1	0	0	0	flprps	invdiabsoul			0	xxx			1	0	ubr		item_potion	14	item_potion	0	0	5	0	0	0	1	1	50	1			0	-1												1	dcxxDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			dcso						0
Kurast Map	Ruins of VizJun		0	100	60	80	1	1	0	1	10		331	t11	t11	t11	16	1	1	0	0	0	flprsc	invmpgr			0	xxx	1		1	0	t1m	t1me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				143		1					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t11						0
Arcane Map	Horazon's Memory		0	100	60	80	1	1	0	1	10		332	t12	t12	t12	16	1	1	0	0	0	flprsc	arcanemap			0	xxx	1		1	0	t2m	t2me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				142		2					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t12						0
Fortress Map	Bastion Keep		0	100	60	80	1	1	0	1	10		333	t13	t13	t13	16	1	1	0	0	0	flprsc	bastionmap			0	xxx	1		1	0	t3m	t3me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				149		3					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t13						0
Lava Map	Phlegeton		0	100	60	80	1	1	0	1	10		331	t21	t21	t21	16	1	1	0	0	0	flprsc	lavamap			0	xxx	2		1	0	t1m	t1me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				145		1					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t21						0
Jungle Map	Torajan Jungle		0	100	60	80	1	1	0	1	10		331	t22	t22	t22	16	1	1	0	0	0	flprsc	junglemap			0	xxx	2		1	0	t1m	t1me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				148		1					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t22						0
Siege Map	Arreat Battlefield		0	100	60	80	1	1	0	1	10		333	t23	t23	t23	16	1	1	0	0	0	flprsc	siegemap			0	xxx	2		1	0	t3m	t3me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				139		3					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t23						0
Tomb Map	Tomb of Zoltun Kulle		0	100	60	80	1	1	0	1	10		331	t24	t24	t24	16	1	1	0	0	0	flprsc	invmplb			0	xxx	2		1	0	t1m	t1me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				151		1					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t24						0
Sewer Map	Sewers of Harrogath		0	100	60	80	1	1	0	1	10		332	t25	t25	t25	16	1	1	0	0	0	flprsc	sewermap			0	xxx	2		1	0	t2m	t2me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				141		2					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t25						0
River Of Blood Map	River of Blood		0	100	60	80	1	1	0	1	10		333	t31	t31	t31	16	1	1	0	0	0	flprsc	invmpbd			0	xxx	3		1	0	t3m	t3me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				144		3					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t31						0
Throne Map	Throne of Insanity		0	100	60	80	1	1	0	1	10		332	t32	t32	t32	16	1	1	0	0	0	flprsc	thronemap			0	xxx	3		1	0	t2m	t2me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				150		2					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t32						0
Spider Map	Lost Temple		0	100	60	80	1	1	0	1	10		331	t33	t33	t33	16	1	1	0	0	0	flprsc	spidermap			0	xxx	3		1	0	t1m	t1me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				158		1					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t33						0
Ice Map	Ancestral Trial		0	100	60	80	1	1	0	1	10		331	t34	t34	t34	16	1	1	0	0	0	flprsc	icemap			0	xxx	3		1	0	t1m	t1me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				146		1					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t34						0
Graveyard Map	Blood Moon		0	100	60	80	1	1	0	1	10		333	t35	t35	t35	16	1	1	0	0	0	flprsc	gravemap			0	xxx	3		1	0	t3m	t3me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				154		3					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t35						0
Caldeum Map	Fall of Caldeum		0	100	60	80	1	1	0	1	10		331	t36	t36	t36	16	1	1	0	0	0	flprsc	caldeummap			0	xxx	3		1	0	t1m	t1me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				155		1					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t36						0
Pandemonium Map	Pandemonium Citadel		0	100	60	80	1	1	0	1	10		332	t37	t37	t37	16	1	1	0	0	0	flprsc	pandemmap			0	xxx	3		1	0	t2m	t2me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				156		2					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t37						0
Monastery Map	Cathedral of Light		0	100	80	80	1	0	0	1	10			t41	t41	t41	16	1	1	0	0	0	flprsc	mausmap			0	xxx	666		1	0	ubr		item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				152							1	DungeonTier		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t41						0
Mesa Map	unused		0	100	80	80	0	0	0	1	10			t99	t99	t99	16	1	1	0	0	0	flprsc	hellholemap			0	xxx	4		1	0	t4m	t4me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1				-1					138							1	DungeonTier		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t99						0
Desert Map	Kehjistan Marketplace		0	100	60	80	1	1	0	1	10		333	t39	t39	t39	16	1	1	0	0	0	flprsc	marketmap			0	xxx	3		1	0	t3m	t3me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				147		3					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t39						0
Pvp Map	Moor Arena		0	100	80	0	1	1	0	1	10			t61	t61	t61	16	1	1	0	0	0	flprsc	invmappvpdesert			0	xxx	3		1	0	pvpd	pvpd	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				157		3								0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t61			1	1		0
Pvp Map 2	Desert Arena		0	100	80	0	1	1	0	1	10			t62	t62	t62	16	1	1	0	0	0	flprsc	invmappvpmoor			0	xxx	3		1	0	pvpm	pvpm	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				159		3								0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t62			1	1		0
Rathma Map	Voidstone		0	100	99	0	0	0	0	1	115000			rtma	rtma	rtma	16	1	1	0	0	0	flpmss	invvoidstone			0	xxx	666		1	0	ubr	ubmp	item_rare	10	item_rare	0	0	5	0	0	0	0	0	0	0			585	-1	12				161		666					1	rtmaDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			rtma						0
Corrupted Worldstone Shard	Corrupted Worldstone Shard		0	100	60	0	0	0	0	1	50			cwss	cwss	cwss	16	1	1	0	0	0	flpwss	invcwss			0	xxx			0	0	corr		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1												1	cwssDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			cwss						0
Frozen Forest Map	Canyon of Secheron		0	100	60	80	1	1	0	1	10		332	t38	t38	t38	16	1	1	0	0	0	flprsc	secheronmap			0	xxx	3		1	0	t2m	t2me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				160		2					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t38						0
Amulet [S]	amulet with socket		0	100	131	0	0	0	0	1	2400	63000		ram	amu	amu	16	1	1	1	1	1	flpamu	invamu			0	xxx			0	0	amus		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			ram						0
Rathma Ingredient	TrangOul Jawbone		0	100	75	0	0	0	0	1	10			rtmo	rtmo	rtmo	16	1	1	0	0	0	flpjaw	invjaw			0	xxx			1	0	ubr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1												1	rtmxDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			rtmo						0
TP Book Unlimited	Horadric Navigator		0	100	0	0	0	0	0	1	250			rtp	bbk	rbbk	16	1	2	0	0	0	flpbbk	invRathmaTpBk			0	xxx			1	0	ubru		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			514	-1	13											1	UnlimitedTPBook		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			rtp						0
ID Book Unlimited	Horadric Almanac		0	100	0	0	0	0	0	1	250			rid	rbk	rrbk	16	1	2	0	0	0	flprbk	invRathmaIdBk			0	xxx			1	0	ubru		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			513	-1	13											1	UnlimitedIDBook		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			rid						0
Fragments	Fragments		0	100	99	0	1	1	0	1	200			jewf	jewf	jewf	16	1	1	0	0	0	flpgsw	invjewf			0	xxx			0	0	jewf	jewg	item_jewel	12	item_jewel	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			jewf						0
Torment Map	Plains of Torment		0	100	80	80	1	1	0	1	10			t42	t42	t42	16	1	1	0	0	0	flprsc	hellholemap			0	xxx	4		1	0	t4m	t4me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				164							1	DungeonTier		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t42						0
Splinter	Splinter		0	100	75	0	0	0	0	1	10			rtmv	rtmv	rtmv	16	1	1	0	0	0	flpmss	invvoidsplinter			0	xxx			1	0	ubr		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	rtmxDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			rtmv						0
Bone Fragment	Bone Fragment		0	100	75	0	0	0	0	1	10			rtmf	bonechips	rtmf	16	1	1	0	0	0	flpfang	bonechips			0	xxx			1	0	ubr		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	1	1	50	1			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			rtmf						0
Library Map	Sanatorium		0	100	60	80	1	1	0	1	10		332	t14	t14	t14	16	1	1	0	0	0	flprsc	librarymap			0	xxx	1		1	0	t2m	t2me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				167		2					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t14						0
Uber Ancients Map	Uber Ancients Map		0	100	80	0	1	1	0	1	10			uba	uba	uba	16	1	1	0	0	0	flpbox	invuba			0	xxx	1		1	0	ubr		item_rare	10	item_scroll	0	0	5	0	0	0	0	0	0	0			584	-1	12				168							1	ubaDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			uba						0
Lilith Mirror	Lilith Mirror		0	100	0	0	1	0	0	1	99999			llmr	key	llmr	16	1	2	0	0	0	flpmph	lilithmirror			0	xxx			0	0	ubru		item_amulet	12	item_amulet	0	0	5	0	0	0	0	0	0	0			0	-1												1	llmrDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			llmr						0
Vial of Lightsong	Vial of Lightsong		0	100	0	0	1	0	0	1	99999			lsvl	key	lsvl	16	1	2	0	0	0	flpmph	lightsong			0	xxx			0	0	ubru		item_potion	12	item_potion	0	0	5	0	0	0	0	0	0	0			0	-1												1	lsvlDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			lsvl						0
Uber Ancients Key A	Uber Ancients Key A		0	100	80	0	1	1	0	1	10			ubaa	ubaa	ubaa	16	1	1	0	0	0	flpfang	invubaa			0	xxx			0	0	ubr		item_gem	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1							1					1	ubaxDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			ubaa						0
Uber Ancients Key B	Uber Ancients Key B		0	100	80	0	1	1	0	1	10			ubab	ubab	ubab	16	1	1	0	0	0	flpfang	invubab			0	xxx			0	0	ubr		item_gem	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1							1					1	ubaxDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			ubab						0
Uber Ancients Key C	Uber Ancients Key C		0	100	80	0	1	1	0	1	10			ubac	ubac	ubac	16	1	1	0	0	0	flpfang	invubac			0	xxx			0	0	ubr		item_gem	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1							1					1	ubaxDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			ubac						0
Westmarch Map	Shadows of Westmarch		0	100	60	80	1	1	0	1	10		331	t26	t26	t26	16	1	1	0	0	0	flprsc	westmarchmap			0	xxx	1		1	0	t1m	t1me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				169		1					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t26						0
Crypts Map	Royal Crypts		0	100	60	80	1	1	0	1	10		333	t15	t15	t15	16	1	1	0	0	0	flprsc	cryptsmap			0	xxx	1		1	0	t3m	t3me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				170		3					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t15						0
Sanctuary of Sin Map	Sanctuary of Sin		0	100	80	80	1	1	0	1	10			t43	t43	t43	16	1	1	0	0	0	flprsc	sanctuaryofsinmap			0	xxx	4		1	0	t4m	t4me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				171							1	DungeonTier		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t43						0
Orb of Extraction	Orb of Extraction		0	100	66	0	1	1	0	1	99999			ooe	ooe	ooe	16	1	1	0	0	0	flpnorb2	invooe			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	ooeDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			mfo						0
Skeleton Key Unlimited	Skeleton Key Unlimited		0	100	0	0	1	1	0	1	250			rkey	rkey	rkey	16	1	1	0	0	0	flpkey	invskelkey			0	xxx			0	0	ubru	key	item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1												1	rkeyDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			rkey						0
Ruined Cistern Map	Ruined Cistern		0	100	60	80	1	1	0	1	10		332	t16	t16	t16	16	1	1	0	0	0	flprsc	a2sewersmap			0	xxx	1		1	0	t2m	t2me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				174		2					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t16						0
Ashes Map	Ashen Plains		0	100	60	80	1	1	0	1	10		332	t3a	t3a	t3a	16	1	1	0	0	0	flprsc	ashesmap			0	xxx	3		1	0	t2m	t2me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				175		2					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t3a						0
Larzuks Malus	Larzuks Malus		0	100	80	0	0	1	0	1	654500			lmal	lmal	lmal	16	1	2	0	0	0	flphmr	invhmr			0	xxx			0	0	lmal		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												1	lmalDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255			0	0	0	xxx	xxx			lmal			1	1		0
